Codigo;Produto;Quantidade;Altura;Largura;Profundidade
20734;KIT CORREIA DENTADA VW GOL 1.0 8V MI FOX 03/08;246;26,5;17,52;26,5
20735;KIT CORREIA DENTADA MITSUBISHI PAJERO TR4 2.0;12;26,4;9,2;16,2
20739;LANTERNA DELIMITADORA CABINE VOLVO       C/LED 24V;3;23;15;3
20741;LANTERNA P/ILUMINACAO INTERNA BAU  C/6 LEDS BIVOLT;27;23;7;7
20746;ALTERNADOR FIAT PALIO/UNO/FIORINO/IDEA   90A 12V;4;21;15,5;20
20747;PALHETA TRASEIRA VW GOL G5 2008/..     (UND) 10,5';117;36;5;5
20748;PALHETA TRASEIRA VW FOX/CROSSFOX        (UND) 12';156;36;5;5
20749;PALHETA TRASEIRA FORD KA! 2002/..        (UND) 13';27;44;5;5
20750;PALHETA TRASEIRA FIAT PALIO 2001/..      (UND) 14';54;44;5;5
20751;PALHETA TRASEIRA FIAT PALIO 2004/..      (UND) 15';69;52;5;5
20752;PALHETA TRASEIRA VW GOL 99/2005          (UND) 16';15;52;5;5
20753;ATUADOR MARCHA LENTA GM MONZA/KADETT 1.8 2.0 91/96;6;9;4;5
20754;ATUADOR MARCHA LENTA FIAT UNO/PREMIO/FIORINO;3;9;4;5
20755;KIT CORREIA DENTADA FIAT PALIO 1.0 8V FIRE ../08;297;26,5;17,52;26,5
20756;BOBINA IGN.TOYOTA COROLLA 1.6 1.8 2001/2008;12;18,5;8;8
20757;BOBINA IGN.PEUGEOT 206 1.0 16V 01/05 RENAULT CLIO;9;30,5;10,5;10,5
20758;BOBINA IGN.GM MONZA/KADETT 1.8 2.0 EFI 91/96;6;16;9,5;10
20759;BOBINA IGN.GM VECTRA 2.0 03/05 2.2 16V ASTRA 2.0;6;16;9,5;10
20760;FLANGE BOM.COMBUS.PEUGEOT 307 1.6 2.0 2001/2008;3;15,8;7,8;15,8
20761;BOMBA D'AGUA MERCEDES CLASSE A A160/A190 98/2004;3;11,9;11,2;11,2
20763;BOMBA D'AGUA MITSUBISHI PAJERO 2.8 94/00 3.2 00/05;1;15,9;12,3;14,4
20767;BUZINA 3 CORNETAS 12V  C/COMPRESSOR;6;33;5;25
20768;ATUADOR MARCHA LENTA FORD FIESTA/KA!/COURIER ENDUR;3;15,5;4,5;10,5
20783;MOTOR PARTIDA GM BLAZER/S10 2.8 00/.. DIESEL   12V;3;33;11;24
20784;MOTOR PARTIDA FORD CARGO C/PART.PRESTO.M100R   12V;1;33;14;22
20785;MOTOR PARTIDA FORD ESCORT/VERONA AP 93/..      12V;1;27;13,8;15
20786;KIT CORREIA DENTADA GM VECTRA/ASTRA 2.0 8V;30;26,5;17,52;26,5
20787;KIT CORREIA DENTADA GM CORSA/CELTA/MONTANA;441;26,5;17,52;26,5
20788;KIT CORREIA DENTADA PEUGEOT 307 2.0 16V MT. EW10J4;24;26,5;17,52;26,5
20789;KIT CORREIA DENTADA RENAULT CLIO/MEGANE 1.6 16V;24;26,5;17,52;26,5
20799;LAMPADA H1  55W                                12V;366;7;4;4
20800;LAMPADA H3 55W                                 12V;117;7;4;4
20807;TAMPA OLEO GM CHEVETTE/OPALA/CARAVAN/A10/C10;3;21;4;13
20808;TAMPA OLEO GM CORSA 1.0 1.6 16V;3;21;4;13
20813;ATUADOR MARCHA LENTA VW GOL 1.0 CHT 94/96 FIAT;3;9;4;5
20814;BOBINA IGN.FIAT UNO/TIPO 1.6 VW GOL 2.0 95/2000;3;16;9,5;10
20815;BOBINA IGN.GM CORSA 94/98 MPFI S10/BLAZER 2.2 EFI;12;22;13;16
20816;AMORTECEDOR FIAT TIPO 93/97                   DIAN;1;57;20;20
20817;CORREIA DENTADA VW JETTA FSI 2.0 16V 2005/2010 16V;1;25,5;3;16
20818;CORREIA ELASTICA GM AGILE 1.4 2009/.. GIR ALT;6;14;2,2;8
20819;CORREIA ELASTICA FORD NEW FIESTA 1.6 2012/..;33;14;2,2;8
20820;CORREIA ELASTICA FIAT PUNTO/LINEA 1.4 2009/..DH;12;14;1,4;8
20822;BOMBA COMB.UNIVERSAL FLEX   SISTEMA BOSCH/MARWAL;102;18;7;7
20823;BOMBA COMB.UNIVERSAL GASOLINA SISTEMA BOSCH/MARWAL;150;18;7;7
20829;ANEL AJUSTE ALTERNADOR VALEO (USA ROL.6003/6203);141;12;11,5;11,5
20830;REPARO PARTIDA KIA BESTA C/PARTIDA     NIPPONDENSO;3;8;5;4
20831;REPARO PARTIDA TOYOTA HILUX C/PART.    NIPPONDENSO;24;8;5;4
20832;PISTAO AUTOMATICO KIA BESTA  C/PARTIDA NIPPONDENSO;3;12;8;12
20833;PISTAO AUTOMATICO TOYOTA     C/PARTIDA NIPPONDENSO;15;10,795;10,795;10,795
20834;TRAVA PARAFUSO/PORCAS 242 TORQUE MEDIO         10G;9;17,5;9,7;10
20835;TRAVA PARAFUSO/PRISIONEIRO 277 TORQ.ALTO       10G;24;17,5;9,7;10
20836;ELIMINA JUNTA 518 (VEDA FLANGES)            15G;39;14;7;4
20840;SENSOR FASE VW GOLF/POLO 1.6 2002/..;15;6,5;5;5
20849;CHICOTE IGNICAO VW GOL/VOYAGE    (MODULO 7 TERM);2;23;3;10
20850;SOQUETE FAROL H4/H5 C/RABICHO FIO 1,5MM;2133;10;3;2,5
20853;LAMPADA HB4 55W                                12V;42;8;5;5
20859;CORREIA DENTADA MITSUBISHI PAJERO TR4 2.0 16V 03/.;24;25,5;3;16
20860;CIRCUITO LANT.TRAS.VW GOL 87/96 LUZ RE       LD/LE;6;16;12;4
20861;CIRCUITO LANT.TRAS.FIAT PALIO 2000/2003         LD;3;16;12;4
20862;CIRCUITO LANT.TRAS.FIAT PALIO 2004/..           LD;3;16;12;4
20863;CIRCUITO LANT.TRAS.FIAT PALIO 2004/..           LE;4;16;12;4
20864;CIRCUITO LANT.TRAS.FORD ESCORT 87/92         LD/LE;3;16;12;4
20867;TRAVA DIRECAO VW FOX/GOL G5/VOYAGE     C/CONTATO;18;20;5;8
20868;TRAVA DIRECAO FIAT UNO/FIORINO 91/2003 C/CONTATO;27;20;8;13
20869;MOTOBOMBA 1 SAIDA 12V UNIVERSAL BICO FINO   P.FRIO;30;10;3,5;5
20876;PLACA RET.TRATOR C/ALTERNADOR ISKRA          ISKRA;3;12,5;6;11,5
20877;BENDIX PART.MITSUBISHI PAJERO TR4         8D MITSU;6;7,75;5,5;5,5
20878;AUTOMATICO PART.IVECO DAILY              12V BOSCH;6;15;7,5;7,5
20879;AUTOMATICO PART.HONDA CIVIC 1.7 01/05    12V NIPPO;9;15;7;8
20880;AUTOMATICO PART.HONDA CIVIC 1.8 2.0 06/..12V NIPPO;57;15;11;11
20881;BENDIX PART.HONDA CIVIC 1.8 2006/..       9D NIPPO;12;7,75;5,5;5,5
20882;BENDIX PART.HONDA CIVIC 1.7 2001/2005     9D NIPPO;3;7,75;5,5;5,5
20883;MOTOR VENTIL.FORD ESCORT ZETEC 97/2003       S/ACD;3;34;26;31
20884;MOTOR VENTIL.GM MERIVA 1.4 1.8 2006/..       C/ACD;2;75;17;48
20885;MODULO IGN.GM BLAZER/S10 4.3 V6 96/2000     4 TERM;6;12,5;6;11,5
20886;VELA NISSAN MARCH/VERSA! 1.0 12V 2015/..;258;10,5;2,5;3
20888;DISCO FREIO RENAULT DUSTER 2.0 16V    DIAN VENTILA;39;30;8;30
20889;MOTOR PARTIDA GM CORSA/CELTA/MERIVA/MONTANA    12V;6;27;13,8;15
20898;MOTOR PARTIDA GM CORSA/CELTA/MERIVA/MONTANA    12V;3;25,7;12;13,5
20899;CARBURADOR VW FUSCA/KOMBI SIMPLES (30-PIC);3;20,3;15,3;17,2
20902;CHICOTE 1 VIA FEMEA - AUTOMATICO VW GOL/FOX;12;23;3;10
20903;KIT CORREIA DENTADA PEUGEOT 206/207 1.4 CITROEN;96;26,5;17,52;26,5
20904;CILINDRO MESTRE GM MONZA 1.8 8V 82/87;5;10;5,01;7
20906;CILINDRO RODA TRAS.FIAT PALIO/SIENA 96/98;15;7,5;6,5;7,5
20907;BOBINA IGN.VW GOLF 1.8 2.0 91/98 3 TERM.COMPLETA;3;16;9,5;10
20911;ATUADOR MARCHA LENTA VW GOL/PARATI 94/96 FORD;9;9;4;5
20912;CHAVE SETA FORD FIESTA/COURIER 02/.. S/LIMP.TRAS.;6;37,5;3;12,1
20914;CHAVE SETA FORD ESCORT 97/2002       C/LIMP.TRAS.;3;37,5;3;12,1
20916;CABO PP 3X1,00MM COBRE/ALUMINIO - ROLO C/25 MTS;9;25;10;22
20917;LAMPADA H1  70W                                24V;51;7;4;4
20921;MODULO VIDRO ELE.UNIVERSAL PRONNECT 273   2 PORTAS;18;8;6;8
20923;MOTOR PARTIDA RENAULT MASTER 2.5 2005/..       12V;3;25,7;12;13,5
20924;BOBINA IGN.FORD FOCUS/ECOSPORT 2.0 16V DURATEC;27;18;8;8
20926;PASTILHA CITROEN C4 PALLAS 2.0 16V 2005/..    TRAS;2;15,3;4,65;9,54
20928;SAPATA VW GOL G5 2008/..                200X40MM;9;18,2;6,3;13,3
20929;BANDEJA SUSP.RENAULT LOGAN/SANDERO 2007/2013    LE;60;46;10;43
20930;BANDEJA SUSP.RENAULT LOGAN/SANDERO 2007/2013    LD;66;46;10;43
20931;BANDEJA SUSP.FIAT PALIO 2001/..             INF LD;39;63;10;50
20932;BANDEJA SUSP.FIAT PALIO 2001/..             INF LE;39;63;10;50
20934;PLACA RET.MITSUBISHI C/TRIODO              MITSUBI;2;11,6;5;9,1
20935;PASTILHA KIA SPORTAGE 2.0 2.2 99/2003         DIAN;6;16;6;11
20936;PASTILHA HONDA CIVIC 99/2008                  DIAN;12;18;4;12
20943;JUNTA DESLIZANTE VW SANTANA 1.8 2.0 92/95;11;18,5;10,5;10,5
20947;PASTILHA FIAT PALIO ESSENCE 1.6 16V 2011/..   DIAN;69;15,8;5,8;7,1
20952;JUNTA DESLIZANTE GM CORSA/CELTA/PRISMA 28 DENTES;29;18,5;10,5;10,5
20954;JUNTA HOMOCINETICA PEUGEOT 206 1.0 1.4 8V 2002/..;24;19;10,5;10,5
20955;JUNTA HOMOCINETICA RENAULT CLIO 1.0 1.6 2000/..;9;18,5;10,5;10,5
20956;JUNTA HOMOCINETICA RENAULT CLIO 1.0 1.6 2000/..;3;18,5;10,5;10,5
20957;JUNTA HOMOCINETICA RENAULT CLIO 1.0 16V 2000/..;24;18,5;10,5;10,5
20961;PALHETA SLIM DIANT.VW UP! 2014/..      (PAR)24/16';57;69;5;5
20963;TENSOR CORR.ALTER.RENAULT CLIO/SANDERO 1.6 8/16V;12;7,5;5,27;7,5
20969;FILTRO CABINE AR FIAT NOVO UNO 2010/..;164;19,5;3;18,7
20970;FILTRO AR GM ONIX 2012/.. NOVO PRISMA 2013/..;405;24,1;5,1;17,4
20971;FILTRO AR VW GOL 1.0 16V PARATI/SAVEIRO 97/..;10;28,4;5;16,2
20972;FILTRO COMBUS.HYUNDAI HR 2.5 2006/..KIA SPORTAGE;57;14,9;4,95;9,9
20973;FILTRO OLEO VW GOL AP 1.8 2.0 SANTANA FORD AP;426;12;3,95;7,9
20974;FILTRO OLEO RANGER 2.2 16V 3.2 20V 12/..DIESEL;27;7,6;3,5;7
20975;FILTRO AR HONDA CIVIC 1.8 16V 2007/2011;27;22,6;3,5;19,6
20982;BENDIX PART.RENAULT DUSTER 2.0 16V       11D BOSCH;3;7,75;5,5;5,5
20983;BENDIX PART.HONDA FIT/CITY                9D NIPPO;3;7,75;5,5;5,5
20984;BENDIX PART.GM ONIX/COBALT/PRISMA 12/15   9D DELCO;9;7,75;5,5;5,5
20986;KIT CORREIA DENTADA VW GOL G5/FOX 1.0 1.6 2009/..;237;26,4;9,2;16,2
20987;VELA HYUNDAI HB20 1.0 12V 2012/2015 KIA PICANTO;309;12,5;4,5;9
20988;VELA HYUNDAI HB20 1.6 16V 2012/2015 KIA SOUL 1.6;444;10;2,5;10
20989;CABO VELA HYUNDAI TUCSON/I30 2.0 KIA SPORTAGE 2.0;51;22;5,5;14
21007;PASTILHA RENAULT CLIO/MEGANE/LOGAN/SANDERO    DIAN;66;14;4;10
21009;SILICONE *CINZA  5699 GREY                     85G;99;21;3,5;10
21010;CORREIA MICRO V TOYOTA HILUX 2.5 3.0 16V 2005/..;3;14;2,2;8
21011;FAROL PRINCIPAL FIAT UNO/FIORINO 2004/..        LE;3;24;23;24
21012;FAROL PRINCIPAL FIAT UNO/FIORINO 2004/..        LD;3;24;23;24
21013;SENSOR NIVEL FORD KA! 1.0 1.6 2010/..   FLEX BOSCH;9;29;5,7;9,7
21014;SENSOR NIVEL PEUGEOT 206 1.4 1.6 06/..  FLEX BOSCH;6;24,8;9,8;9,8
21015;BUZINA 2 CORNETAS      CROMADA 24V;6;30;9,5;17
21016;JUNTA HOMOCINETICA HONDA CIVIC 1.8 16V 06/..MANUAL;9;18;10,5;10,5
21017;JUNTA HOMOCINETICA HONDA CIVIC 1.8 2012/2016;12;18,5;10,5;10,5
21018;JUNTA HOMOCINETICA HONDA CIVIC 1.7 2001/2005 S/ABS;9;18;10,5;10,5
21019;JUNTA HOMOCINETICA VW FOX/GOL G5 1.0 8V 2008/2013;3;18,5;10,5;10,5
21022;SOQUETE FAROL H7 VW GOL G5/SAVEIRO/VOYAGE (ARTEB);141;6;4,5;4,5
21023;BOTAO VIDRO ELE. FIAT PALIO 2003/2017      SIMPLES;18;6,2;2,1;6,2
21024;BOTAO VIDRO ELE. FIAT PALIO 2003/2017        DUPLO;39;6,2;2,1;6,2
21025;BOBINA IGN.RENAULT CLIO 1.0 16V 09/..LOGAN/SANDERO;3;21,5;10;14,5
21026;CORREIA MICRO V RENAULT SANDERO 1.0 16V NISSAN;63;14;1,4;8
21027;CORREIA MICRO V RENAULT SANDERO 1.0 16V PEUGEOT;99;14;1,4;8
21029;CHAVE SETA VW GOL G5/SAVEIRO/VOYAGE 2008/..;3;18;8,4;10,7
21030;CHAVE SETA VW GOL G5/SAVEIRO/VOYAGE 2008/..;6;18;8,4;10,7
21031;CHAVE LIMPADOR VW FOX 2003/2014        C/LIMP.TRAS;1;12;8,4;10,7
21032;CIRCUITO LANT.TRAS.VW GOL 87/96 CENTRAL         LD;3;16;12;4
21033;CIRCUITO LANT.TRAS.VW GOL 87/96 CENTRAL         LE;3;16;12;4
21034;CIRCUITO LANT.TRAS.VW GOL 87/96 PIS./FREIO   LD/LE;6;16;12;4
21035;CIRCUITO LANT.TRAS.FIAT PALIO 2000/2003         LE;2;16;12;4
21036;CIRCUITO LANT.TRAS.GM VECTRA                    LD;1;16;12;4
21037;CIRCUITO LANT.TRAS.GM VECTRA                    LE;1;16;12;4
21038;CILINDRO IGN.FORD ESCORT/VERONA 93/96;6;10;3;5
21039;CILINDRO IGN.FORD KA! 97/2007 FIESTA 96/2006;24;10;3;3
21043;ANEL AJUSTE ALTERNADOR VALEO     (USA ROL.6002);54;12;11,5;11,5
21044;REPARO PARTIDA VW GOL/PARATI/SAVEIRO/POLO    BOSCH;6;8;5;4
21045;RETENTOR ALTERNADOR MITSUBISHI L200/HYUNDAI H100;18;2,714;2,714;2,714
21046;RETENTOR PARTIDA MITSUBISHI MERCEDES/VW ONIBUS;3;1,08;0,8;1
21047;JUNTA DESLIZANTE VW GOL 87/2006 FORD ESCORT 89/96;6;22;11,4;11,4
21048;JUNTA DESLIZANTE VW KOMBI 78/97 VARIANT II 77/80;3;22;11,4;11,4
21049;JUNTA HOMOCINETICA VW FOX/GOL G5 1.0 8V 2004/2010;27;22;11,4;11,4
21050;JUNTA HOMOCINETICA VW GOL 1.0 8/16V 97/2008;9;22;11,4;11,4
21051;JUNTA HOMOCINETICA VW SANTANA 1.8 2.0 93/..;4;22;11,4;11,4
21052;JUNTA HOMOCINETICA FIAT UNO/FIORINO 1.3 1.5 1.6;6;22;11,4;11,4
21053;JUNTA HOMOCINETICA FIAT PALIO 1.5 1.6 96/..;6;22;11,4;11,4
21054;JUNTA HOMOCINETICA FIAT PALIO 1.0 1.3 96/2000;3;22;11,4;11,4
21055;JUNTA HOMOCINETICA GM MONZA 82/96 KADETT 89/..;3;22;11,4;11,4
21057;JUNTA HOMOCINETICA GM CORSA 94/..(DHB 22 DENTES);3;22;11,4;11,4
21059;JUNTA HOMOCINETICA GM VECTRA 2.0 2.2 97/2006;1;22;11,4;11,4
21062;JUNTA HOMOCINETICA RENAULT CLIO 1.6 2002/..;3;22;11,4;11,4
21064;JUNTA DESLIZANTE VW FOX 1.0 04/09 GOL G5 1.0 09/..;3;22;11,4;11,4
21065;JUNTA DESLIZANTE VW GOL G5 1.6 2009/..FOX 1.6;3;22;11,4;11,4
21067;JUNTA DESLIZANTE GM CORSA/CELTA/PRISMA 28 DENTES;3;22;11,4;11,4
21068;JUNTA DESLIZANTE GM CORSA 94/2012 (DHB 22 DENTES);4;22;11,4;11,4
21069;JUNTA HOMOCINETICA FORD PAMPA/DEL REY AP 89/..;6;22;11,4;11,4
21070;JUNTA HOMOCINETICA FORD FIESTA 1.0 99/06 ZETEC;3;22;11,4;11,4
21071;JUNTA HOMOCINETICA FORD FIESTA/KA! 96/98 ENDURA;6;22;11,4;11,4
21072;JUNTA HOMOCINETICA FORD FIESTA/KA! 1.6 99/..;3;22;11,4;11,4
21073;JUNTA HOMOCINETICA GM CORSA/CELTA/PRISMA 28 DENTES;12;22;11,4;11,4
21074;JUNTA HOMOCINETICA FIAT DOBLO 1.3 8/16V 1.6 16V;3;22;11,4;11,4
21075;JUNTA HOMOCINETICA VW FOX/GOL G5 1.0 8V 2008/2013;12;22;11,4;11,4
21076;JUNTA DESLIZANTE VW SANTANA 1.8 2.0 92/95;3;22;11,4;11,4
21077;JUNTA HOMOCINETICA VW SANTANA 1.8 2.0 92/2006;9;22;11,4;11,4
21078;JUNTA HOMOCINETICA FORD ESCORT 89/92 HOBBY 93/96;3;22;11,4;11,4
21079;JUNTA HOMOCINETICA GM ASTRA 1.8 2.0 99/..ZAFIRA;3;22;11,4;11,4
21080;JUNTA HOMOCINETICA FIAT PALIO 1.0 1.3 FIRE 2000/..;9;22;11,4;11,4
21081;JUNTA HOMOCINETICA GM NOVO CORSA/MONTANA 1.8 2002/;3;22;11,4;11,4
21082;JUNTA DESLIZANTE VW GOL G5 /VOYAGE 1.0 2008/2012;3;22;11,4;11,4
21083;JUNTA HOMOCINETICA FIAT PALIO/STRADA 1.4 2005/..;6;22;11,4;11,4
21088;TERMINAL DIRECAO VW GOL G5/VOYAGE 2008/..C/DM   LE;30;13,7;5,4;8,4
21089;TERMINAL DIRECAO VW GOL G5/VOYAGE 2008/..C/DM   LD;24;18,6;5,6;9,4
21090;TERMINAL DIRECAO VW SANTANA/QUANTUM           C/DH;21;18,6;5,6;9,4
21091;BARRA AXIAL FIAT PALIO/SIENA/STRADA 2001/..   C/DM;6;48;6,2;6,2
21092;PORTA ESCOVA PART.HONDA CIVIC/FIT            NIPPO;96;8,5;3;6,5
21093;PLANETARIA FIAT DUCATO 2.8 FORD F250 99/..   BOSCH;3;17;10;10
21094;PORTA ESCOVA PART.CITROEN C4/PICASSO 2.0 16V BOSCH;6;9,5;3;9,5
21095;CHAVE SETA FIAT PALIO 2009/2014    C/LIMP.TRASEIRO;15;16,5;4,65;10,7
21096;PASTILHA FIAT PALIO/SIENA 1.0 1.4 10.2009/..  DIAN;93;15,13;4,904;15,13
21097;PASTILHA FORD FIESTA 1.0 KA! 1.0 1.3 2009/..  DIAN;12;15,8;5,8;7,1
21098;KIT EMBREAGEM PEUGEOT 207 1.4 8V 1.6 16V 2008/2012;6;34,5;7,5;33,5
21099;KIT EMBREAGEM FIAT PALIO/PUNTO 1.6 1.8 16V E-TORQ;15;34,5;7,5;33,5
21100;KIT EMBREAGEM FIAT PALIO/SIENA/UNO 1.0 96/..;174;30;10;30
21102;KIT EMBREAGEM FIAT PALIO/SIENA/STILO 1.8 2002/..;27;34,5;7,5;33,5
21105;KIT EMBREAGEM FORD FIESTA/KA! 1.6 96/2007;6;34,5;7,5;33,5
21106;KIT EMBREAGEM GM CELTA/PRISMA/MONTANA 1.4;87;34,5;7,5;33,5
21107;KIT EMBREAGEM GM CORSA/MERIVA/MONTANA 1.8;3;30;10;30
21109;KIT EMBREAGEM GM MONZA 1.8 2.0 92/98 VECTRA 94/96;2;30;10;30
21112;KIT EMBREAGEM RENAULT CLIO 1.0 8/16V 99/2008;3;34,5;7,5;33,5
21113;KIT EMBREAGEM PEUGEOT 206 1.6 16V 1.4 16V 2001/..;18;34,5;7,5;33,5
21114;KIT EMBREAGEM RENAULT CLIO/LOGAN/SANDERO 1.6 16V;3;30;10;30
21116;KIT EMBREAGEM RENAULT MEGANE/SCENIC 2.0 8/16V;2;34,5;7,5;33,5
21117;KIT EMBREAGEM VW GOL G5/VOYAGE 1.0 1.6 2008/..;69;34,5;7,5;33,5
21118;KIT EMBREAGEM VW GOL/PARATI 1.6 AP/CHT;9;30;10;30
21119;KIT EMBREAGEM VW GOL/PARATI 1.8 2.0 AP;21;34,5;7,5;33,5
21120;KIT EMBREAGEM VW GOL 1.0 AT 8/16V 97/..;15;30;10;30
21121;KIT EMBREAGEM FIAT PALIO/SIENA 1.5 1.6 96/..;6;34,5;7,5;33,5
21128;BARRA AXIAL FORD FIESTA 96/99 COURIER      C/DM/DH;5;44,6;6;4,6
21129;BARRA AXIAL FIAT TEMPRA 92/94                 C/DH;9;60;7,5;7,5
21131;BARRA AXIAL RENAULT CLIO/KANGOO 99/.CX.KOYO C/DH;6;44,6;4,6;4,6
21132;BARRA AXIAL VW GOL G5 2008/.. FOX 2003/2008   C/DM;20;52;7,5;7,5
21133;PIVO INF FIAT PALIO/WEEKEND/SIENA 99/00;15;10,1;7,4;7,4
21134;PIVO INF FIAT PALIO/SIENA FIRE 2001/..;66;13,5;8,9;8,9
21135;PIVO INF GM CORSA 94/98;15;13,5;8,9;8,9
21136;PIVO INF CITROEN C3 2002/2013;42;13,5;8,9;8,9
21137;PIVO INF FORD FIESTA 96/.. KA! 97/2007;9;13,5;8,9;8,9
21143;ADAPTADOR ANTENA UNIVERSAL S/RABICHO (PLUG);144;14;2,5;7
21147;KIT CORREIA DENTADA FIAT PALIO 1.4 FIRE 2009/..;300;26,5;17,52;26,5
21150;BARRA AXIAL FORD FIESTA 02/.. ECOSPORT 03/..  C/DH;6;44,6;4,6;4,6
21151;COIFA FIAT PALIO 96/..TIPO 1.6             LD.RODA;537;10;9;9
21152;COIFA GM CORSA 94/..CELTA 2001/..          LD.RODA;363;10;9;9
21155;BOTAO VIDRO ELE. FORD FIESTA 02/..ECOSPORT QUADRUP;21;7;2;7
21156;BOTAO VIDRO ELE. FIAT PALIO 96/..SIMPLES (CONCHIN);6;6,2;2,1;6,2
21158;BICO INJETOR FIAT PALIO/SIENA/STRADA 1.4      FLEX;12;9;3;3
21159;PASTILHA GM CAPTIVA 2009/..                   DIAN;3;15,3;6,23;14,92
21163;JUNTA HOMOCINETICA FORD PAMPA/DEL REY ../89;9;22;11,4;11,4
21164;COIFA VW GOL/PARATI/SAVEIRO 96/..        LD.RODA;252;10;9;9
21165;PASTILHA FIAT PALIO/SIENA 98/..               DIAN;123;16;7;12
21166;PASTILHA GM CORSA/CELTA/AGILE/PRISMA GRANDE   DIAN;87;14,5;4,7;11,3
21167;PASTILHA GM CORSA NOVO 02/..MONTANA 1.8 03/.  DIAN;9;14,5;4,1;10,2
21168;PASTILHA FIAT FIORINO 92/2010 UNO 1.0 WAY     DIAN;15;16;6,5;7
21169;PASTILHA GM CORSA VW GOL/PARATI PEQUENA       DIAN;45;14,5;4,7;11,3
21170;PASTILHA FORD FIESTA/KA! 1.0 1.3 96/..        DIAN;24;14,5;4,7;11,3
21171;PASTILHA GM ASTRA/VECTRA/MERIVA/ZAFIRA        DIAN;3;18;5;17,3
21172;PASTILHA GM MONZA/KADETT FORD PAMPA/DEL REY   DIAN;57;12;3,3;10,5
21173;FERRO DE SOLDA 350W 220V (TIPO PISTOLA);6;27;8;21
21176;FIO PARALELO 2X18 (0,75.MM) CRISTAL         100M;18;18;4;18
21177;FIO PARALELO 2X16 (1,00.MM) CRISTAL         100M;12;18;4;18
21178;FIO PARALELO 2X14 (1,50.MM) CRISTAL         100M;21;20;5;20
21179;PASTILHA FORD F4000 85/98 MARCOPOLO VOLARE    DIAN;3;18;5;17,3
21180;PASTILHA GM D20 93/94 FORD F1000 4X4 93/94    DIAN;3;18;5;17,3
21181;PASTILHA GM BLAZER/S10 4X2 95/.. 4X4 2005/..  DIAN;24;16;6,5;13
21183;PASTILHA FORD RANGER 95/..                    DIAN;27;16;5,5;10,8
21184;PASTILHA TOYOTA COROLLA 2002/2008             DIAN;24;13,5;7;8
21185;PASTILHA TOYOTA COROLLA 2002/2008             TRAS;3;13,5;7;8
21187;PIVO SUP GM D20 93/96 SILVERADO 97/02;3;13,5;8,9;8,9
21188;PIVO SUP GM D20 85/92 BONANZA 88/92;3;13,5;8,9;8,9
21189;TERMINAL DIRECAO GM D20 88/92 ROSCA DIREI.;3;18,5;5;9
21190;TERMINAL DIRECAO GM D20 88/96 LONGO;3;25,7;5;9,2
21193;CILINDRO IGN.RENAULT CLIO 2000/.. C/COMUTADOR;30;11;4;4
21194;RELE BOMBA ELET.VW GOL G5/VOYAGE 2008/..   5 TERM.;12;6;3,3;3,5
21195;CORREIA MICRO V NISSAN FRONTIER 2.8 2002/2010;9;14;2,2;8
21196;CORREIA ELASTICA GM ONIX/SONIC 2012/..GIR DH;57;14;1,4;8
21197;CORREIA MICRO V VW FOX 1.0 1.6 2003/2008 GIR ALT;9;14;2,2;8
21200;CORREIA DENTADA FIAT DUCATO 2.8 98/..IVECO DAILY;3;25,5;3;16
21201;KIT EMBREAGEM FIAT DUCATO 2.8 99/..;1;34,5;7,5;33,5
21204;KIT EMBREAGEM FORD ESCORT/VERONA 1.0 1.6 CHT ../92;9;34,5;7,5;33,5
21205;KIT EMBREAGEM GM CHEVETTE/MARAJO/CHEVY TODOS;3;34,5;7,5;33,5
21208;CAME VOLANTE FIAT UNO FIRE - TODOS;12;12;9;9
21209;CAME VOLANTE FIAT PALIO - CHAVE MARELLI PRETO;15;12;9;9
21210;SOQUETE PISCA GM CORSA TODOS LAMP.1141    (BRANCA);36;4,5;4;4
21211;SOQUETE PISCA GM CELTA TODOS LAMP.1141   (AMARELA);21;4,5;4;4
21212;SOQUETE PISCA VW GOL G3      LAMP.1141     AMARELA;6;5;4;4
21213;SOQUETE PISCA VW GOL 95/..SANTANA 86/..  (ARTEB);36;5;4;4
21214;SOQUETE PISCA VW SANTANA/QUANTUM 86/..   (CIBIE);9;4;4;4
21215;FILTRO AR HYUNDAI HB20 1.6 16V 2012/..;12;23,4;5,5;13,8
21218;JUNTA DESLIZANTE VW KOMBI 98/..;3;22;11,4;11,4
21219;COIFA VW GOL/VOYAGE/PARATI/SAVEIRO 80/95 LD.RODA;51;10;9;9
21220;COIFA VW FOX/VOYAGE/GOL G5 1.0 2008/2012   LD.RODA;102;10;9;9
21221;COIFA FIAT UNO/PREMIO/ELBA 85/96           LD.RODA;24;10;9;9
21223;REGULADOR VOLT.MERCEDES SPRINTER CDI 2000/.. BOSCH;3;16;6;12
21224;ROTOR ALTER.MERCEDES SPRINTER CDI   120A 12V BOSCH;2;16,193;16,193;16,193
21225;PLACA RET.MERCEDES SPRINTER CDI 2000/..      BOSCH;1;12;6;10
21226;ESTATOR MERCEDES SPRINTER CDI 00/.. 120A 12V BOSCH;2;18;9;17
21227;COIFA GM CORSA NOVO/MERIVA/MONTANA 1.8     LD.RODA;12;10;9;9
21230;COIFA FIAT PALIO 1.0/UNO 96/.. S/ROLAM.  LD.CAMBIO;1089;10;9;9
