Codigo;Produto;Quantidade;Altura;Largura;Profundidade
32764;TENSOR CORR.ALTER.FIAT GRAND SIENA 1.6 16V E-TORQ;36;7,5;6,07;7,5
32767;TENSOR CORR.ALTER.GM CAMARO/CAPTIVA/OMEGA;1;10;6;10
32770;COXIM MOTOR RENAULT LOGAN/SANDERO 2007/..      INF;45;28;12;28
32771;TENSOR CORR.ALTER.FIAT PUNTO/IDEA 1.8 8V 2004/..;3;7,5;5,27;7,5
32773;TENSOR CORR.ALTER.FIAT PALIO/SIENA/PUNTO 1.8 8V;6;8,5;4;8,5
32774;COXIM AMORT.RENAULT CLIO/KANGOO/TWINGO 98/..  DIAN;9;11,5;6;11,5
32776;TENSOR CORR.DENTADA FIAT DUCATO 2.3 16V 2010/..;3;7,5;5,27;7,5
32777;TENSOR CORR.DENTADA FIAT DUCATO 2.3 16V 2010/..;3;7,5;6,07;7,5
32780;COXIM AMORT.HYUNDAI HB20 2012/..              TRAS;3;10;5;10
32782;TENSOR CORR.ALTER.FIAT PALIO/SIENA 1.6 16V 11/..;3;9,5;8,59;9,5
32784;TENSOR CORR.ALTER.FORD ECOSPORT/FOCUS 2.0 16V;3;8,5;4;8
32789;TENSOR CORR.ALTER.FORD RANGER 2.2 3.2 2012/..;1;9,39;9,3;9,3
32794;COXIM CAMBIO RENAULT CLIO/KANGOO 98/2016      TRAS;21;28;12;28
32795;TENSOR CORR.ALTER.VW GOL/SANTANA AP 94/..  C/ACD;24;8,58;8,5;8,5
32797;TENSOR CORR.ALTER.AUDI A4 FSI 3.2 24V V6 07/12;1;8,58;8,5;8,5
32801;POLIA RODA LIVRE ALTER.JEEP RENEGADE 2.0 16V DENSO;18;7,5;5,27;7,5
32802;POLIA RODA LIVRE ALTER.JEEP RENEGADE 1.8 2015/..;3;6,2;4,86;6,2
32803;TENSOR CORR.DENTADA VW AMAROK 2.0 16V 2010/..;1;9,39;9,3;9,3
32805;ROLAMENTO CAMBIO VW GOL G5 2008/..;3;8,58;8,5;8,5
32806;COXIM MOTOR HONDA FIT 2003/2008 MANUAL     LE DIAN;2;28;12;28
32807;ROLAMENTO CAMBIO VW GOL G5 2008/..;4;19;8;8,5
32811;INDUZIDO PART.SCANIA/VOLVO            KB 24V BOSCH;2;27;7;9,5
32812;TENSOR CORR.ALTER.VW GOLF 1.0 1.4 TSI 2014/..;2;8,5;4;8,5
32814;SUPORTE BARRA TENSORA GM CORSA/CELTA DIANT.     LD;15;17;7;13
32815;INDUZIDO PART.FIAT/FORD/GM/VW            12V BOSCH;21;27;7;9,5
32817;TENSOR CORR.ALTER.VW JETTA 2.0 8V 2010/..;3;7,5;6,07;7,5
32818;INDUZIDO PART.MITSUBISHI PAJERO          12V MITSU;4;27;7;9,5
32820;ESTATOR VW GOL MERCEDES/FIAT C/RELEV.55A 12V BOSCH;4;15;7;13
32823;COXIM AMORT.GM CRUZE 2011/..                  DIAN;6;12;5;12
32824;COXIM AMORT.GM CRUZE 2011/..                  TRAS;4;17;6,5;13
32826;LIMITADOR MOTOR GM NOVO CORSA/MONTANA         TRAS;3;28;12;28
32827;LIMITADOR MOTOR GM NOVO CORSA/MONTANA         TRAS;9;28;12;28
32829;TENSOR CORR.ALTER.DIR.HIDR.GM CORSA/CELTA/PRISMA;9;10,76;6,1;6,1
32830;COXIM MOTOR GM CELTA 2001/..         S/ACD DIAN LD;15;28;12;28
32831;COXIM CAMBIO GM CELTA 2001/2016               DIAN;12;28;12;28
32834;COXIM AMORT.GM CORSA/CELTA/PRISMA             DIAN;9;28;12;28
32837;TENSOR CORR.ALTER.GM NOVO CORSA/MERIVA 1.8 2002/..;3;25;12;15
32839;TENSOR CORR.DENTADA GM S10 2.8 16V 2014/..;2;7,5;6,07;7,5
32840;TENSOR CORR.ALTER.GM S10/TRAILBLAZER 2.8 16V 12/..;9;9,39;9,3;9,3
32846;INDUZIDO PART.MERCEDES JE                12V BOSCH;2;18;7;7,5
32847;INDUZIDO PART.MERCEDES JD                12V BOSCH;1;27;7;9,5
32849;ESTATOR MERCEDES/ONIBUS 0371         45A 24V BOSCH;1;16,2;8;15,8
32851;TENSOR CORR.ALTER.VW FOX 1.0/1.6 8V 2004/2008;9;9;4;8,5
32852;TENSOR CORR.ALTER.FORD FUSION 2.3/2.5 16V;6;7,1;5;7,1
32853;TENSOR CORR.ALTER.VW FOX 1.0 1.6 8V 2009/..;42;7,5;5,27;7,5
32854;INDUZIDO PART.PERKINS/MWM                12V WAPSA;3;37;8,2;9,5
32856;TENSOR CORR.ALTER.VW AMAROK 2.0 16V TDI 2010/..;3;7,5;5,27;7,5
32857;INDUZIDO PART.MERCEDES JF                12V BOSCH;6;37;8,2;9,5
32858;INDUZIDO PART.MITSUBISHI PAJERO GM S10   12V MITSU;3;27;7;9,5
32859;TENSOR CORR.ALTER.VW AMAROK 2.0 16V TDI 2010/..;3;7,5;6,07;7,5
32863;TENSOR CORR.DENTADA VW AMAROK 2.0 16V 2010/..;3;9,5;8,59;9,5
32865;TENSOR CORR.DENTADA VW AMAROK 2.0 16V 2010/..;1;8,5;4;8,5
32867;COXIM CAMBIO GM CHEVETTE 73/93 OPALA 80/92;6;19;5;14
32868;TENSOR CORR.ALTER.FORD RANGER 2.2/3.2 2012/..;2;8,5;4;8
32869;ROTOR ALTER.GM D20/BONANZA           75A 12V BOSCH;2;17,1;11,7;11,7
32870;COXIM MOTOR GM CORSA/CELTA           S/ACD DIAN LE;12;28;12;28
32872;TENSOR CORR.ALTER.FORD EDGE 3.5 3.7 V6 2010/..;4;9,39;9,3;9,3
32874;CABO VELA FORD ESCORT 1.8 16V ZETEC MONDEO 94/98;3;23,5;7,5;12
32876;TENSOR CORR.ALTER.MITSUBISHI L200 2.5 8V 99/2007;3;7,5;5,27;7,5
32878;ROTOR ALTER.VW FUSCA/KOMBI/BRASILIA  35A 12V BOSCH;3;17,1;11,7;11,7
32879;TENSOR CORR.ALTER.MERCEDES SPRINTER 2.2 16V 12/..;4;7,5;6,07;7,5
32880;CABO VELA FORD FOCUS 1.8 2.0 16V 2000/..     ZETEC;8;23,5;7,5;12
32883;TENSOR CORR.ALTER.MERCEDES C180 1.8/1.6 16V;4;6,2;4,86;6,2
32884;INDUZIDO PART.MERCEDES CLASSE A 99/2005  12V BOSCH;1;27;7;9,5
32885;COXIM MOTOR GM KADETT/IPANEMA 89/98        DIAN LE;3;28;12;28
32886;COXIM MOTOR GM MONZA 91/96 KADETT 89/98    DIAN LD;2;28;12;28
32887;CABO VELA FORD ESCORT/PAMPA/VERONA 1.8 AP ../91;3;23,5;7,5;12
32888;AUTOMATICO PART.VW 18310 TITAN      38MT 24V DELCO;4;15;11;8
32889;TENSOR CORR.ALTER.HYUNDAI HB20 1.0 12V 2012/..;6;8,58;8,5;8,5
32890;TENSOR CORR.DENTADA EFFA M100 1.0 8V 2006/..;3;7,5;6,07;7,5
32891;TENSOR CORR.DENTADA KIA CERATO 1.6 16V 06/09;1;6,2;4,86;6,2
32892;TENSOR CORR.ALTER.HYUNDAI HB20/I30 1.6 16V 13/..;4;6,2;4,86;6,2
32893;TENSOR CORR.DENTADA MITSUBISHI L200 TRITON 3.5;3;8,08;8;8
32895;TENSOR CORR.ALTER.PEUGEOT 206/307 1.6 16V;9;7,5;6,07;7,5
32896;TENSOR CORR.ALTER.PEUGEOT 206/307 1.6 16V;4;7,5;5,27;7,5
32898;COXIM AMORT.CITROEN C3 2003/2012              DIAN;30;28;12;28
32899;TENSOR CORR.ALTER.MERCEDES SPRINTER 2.2 16V 12/..;3;6,2;4,86;6,2
32900;TENSOR CORR.ALTER.NISSAN FRONTIER 2.5 2008/..;3;6,2;4,86;6,2
32901;TENSOR CORR.ALTER.RENAULT CLIO 1.6 16V 2000/2008;36;6,2;4,86;6,2
32902;TENSOR CORR.ALTER.NISSAN MARCH/VERSA! 1.6 16V 11/.;3;7,5;5,27;7,5
32903;TENSOR CORR.ALTER.NISSAN FRONTIER 2012/..;3;7,1;5;7,1
32904;COXIM MOTOR FIAT PALIO/SIENA 96/..  (LD CAMBIO) LE;6;19;6;14
32905;TENSOR CORR.ALTER.PEUGEOT 206/207/307 1.6 16V;3;7,5;5,27;7,5
32906;COXIM MOTOR FIAT PALIO/SIENA 96/..              LD;3;28;12;28
32907;COXIM CAMBIO FIAT PALIO FIRE 2004/..           INF;24;28;12;28
32908;BUCHA BAND.DIAN FIAT PALIO 96/00 S/BAR.LD     TRAS;1;8;7;8
32909;BUCHA BAND.DIAN FIAT PALIO 96/00 C/BAR.LD     TRAS;4;8;7;8
32910;BUCHA BAND.DIAN FIAT PALIO 96/00 S/BAR.LE     TRAS;1;8;7;8
32911;TENSOR CORR.ALTER.PEUGEOT 208/3008 1.6 16V;1;7,1;5;7,1
32912;BUCHA BAND.DIAN FIAT PALIO 96/00 C/BAR.LE     TRAS;5;8;7;8
32913;TENSOR CORR.ALTER.RENAULT MASTER 2.5 16V 04/13;3;10,01;10;10
32915;SONDA LAMBDA NISSAN SENTRA 2.0 2009/2013  PRE CATA;3;13,4;4,4;9,9
32916;SONDA LAMBDA NISSAN SENTRA 1.8 2002/2006  POS CATA;5;13,5;4,4;9,8
32917;TENSOR CORR.ALTER.RENAULT MEGANE/SCENIC 1.6 16V;3;9;5,5;9
32918;TENSOR CORR.ALTER.CITROEN C4/C5/C8 2.0 16V 2005/..;3;8,5;4;8,5
32919;TENSOR CORR.ALTER.RENAULT DUSTER 2.0 16V 2012/..;3;9,39;9,3;9,3
32920;TENSOR CORR.ALTER.GM AGILE/CELTA/CORSA/PRISMA;6;8,58;8,5;8,5
32924;CABO VELA FORD FOCUS/ECOSPORT 2.0 16V DURATEC GASO;9;23,5;7,5;12
32928;TENSOR CORR.ALTER.FIAT FREEMONT 2.4 16V 2012/..;3;8,08;8;8
32930;COXIM MOTOR GM ASTRA/ZAFIRA 2.0 16V     FRONTAL LE;3;28;12;28
32931;TENSOR CORR.ALTER.MITSUBISHI L200 TRITON 3.5 24V;2;8,58;8,5;8,5
32934;TENSOR CORR.ALTER.HYUNDAI AZERA 3.0/3.3 24V V6;3;25,5;10,52;25,5
32936;COXIM AMORT.FORD FIESTA 96/2002 KA! 97/2012   DIAN;30;28;12;28
32937;TENSOR CORR.ALTER.HYUNDAI AZERA 3.0/3.3 24V V6;9;7,5;5,27;7,5
32938;TENSOR CORR.ALTER.HYUNDAI HR 2.5 16V CRDI 13/..;2;8,5;4;8
32944;BOMBA COMB.MERCEDES E200/E220 93/98          BOSCH;3;19;6,8;7,5
32949;BOMBA COMB.FORD FOCUS 1.8 2.0 16V (COMPLETA);6;18,5;6,9;8
32951;TENSOR CORR.ALTER.CHERY CIELO 1.6 16V 2010/..;3;9,39;9,3;9,3
32952;TENSOR CORR.ALTER.JAC J2/J3 1.4 16V;6;8,5;4;8,5
32953;SENSOR DETONACAO VW GOL 1.0 8V 2002/..;5;6,6;5,8;6,6
32954;TENSOR CORR.ALTER.HONDA CITY 1.5 16V 2010/..;3;10,01;10;10
32957;CABO VELA GM MONZA/KADETT 1.8 2.0 EFI    RESISTIVO;9;23,5;7,5;12
32958;SENSOR FASE VW GOLF/POLO 1.6 2002/..;5;6,5;5;5
32959;CABO VELA GM CORSA 1.0 1.4 1.6 94/.. EFI;18;23,5;7,5;12
32960;TENSOR CORR.ALTER.LAND ROVER RANGE ROVER EVOQUE;2;25,5;10,52;25,5
32961;CABO VELA GM VECTRA 2.0 8V 93/95;3;23,5;7,5;12
32962;TENSOR CORR.DENTADA FIAT DUCATO 2.3 16V 2010/..;1;7,5;6,07;7,5
32963;TENSOR CORR.DENTADA FIAT DUCATO 2.3 16V 2010/..;1;7,5;6,07;7,5
32964;COXIM AMORT.FORD FOCUS 1.6 2.0 2008           TRAS;5;11;6;11
32965;TENSOR CORR.ALTER.FIAT DUCATO 2.3 16V 2010/..;6;8,58;8,5;8,5
32966;COXIM AMORT.FORD KA! 2014/.. FIESTA 2012/..   TRAS;3;15;5;15
32968;TENSOR CORR.DENTADA MITSUBISHI L200 TRITON 13/..;2;6,2;4,86;6,2
32970;COXIM MOTOR FORD ESCORT 1.8 90/92          TRAS LD;3;28;12;28
32971;COXIM MOTOR FORD ESCORT 1.8 90/92          TRAS LD;3;28;12;28
32973;TENSOR CORR.ALTER.VW JETTA 2.0 8V TFSI ../2010;1;7,5;6,07;7,5
32976;TENSOR CORR.ALTER.VW JETTA 2.5 20V 2007/2011;1;9,39;9,3;9,3
32977;TENSOR CORR.ALTER.MERCEDES C180 1.8 16V 2011/..;2;7,5;6;7
32979;TENSOR CORR.ALTER.MERCEDES C180 1.8 16V 2011/..;1;9;5,5;9
32981;TENSOR CORR.ALTER.PEUGEOT 206 1.4 8V 2004/2008;24;25,5;10,52;25,5
32982;CABO VELA GM S10/BLAZER 2.2 EFI ../96 GASOLINA;3;23,5;7,5;12
32983;TENSOR CORR.ALTER.RENAULT CLIO/LOGAN/SANDERO;3;10;6;10
32985;TENSOR CORR.DENTADA RENAULT MASTER 2.5 16V 04/13;2;7,5;6;7,5
32989;COXIM AMORT.FIAT PUNTO 2008/..             LE DIAN;4;28;12;28
32990;CABO VELA GM CORSA 1.0 1.6 16V GASOLINA;3;23,5;7,5;12
32991;TENSOR CORR.ALTER.BMW 118/120 2.0 16V;6;8,58;8,5;8,5
32992;COXIM AMORT.FIAT PUNTO/LINEA 2008/..          TRAS;45;16;6;7,5
32993;SENSOR ROTACAO GM ASTRA 2.0 2003/..         3 VIAS;6;15,5;4,5;10,5
32994;SENSOR VELOCIDADE CITROEN XSARA PICASSO 2.0 16V;15;6,5;5;5
32995;CABO VELA RENAULT TWINGO 1.0 1.2 8V;9;23,5;7,5;12
32997;BUCHA BAND.DIAN FORD KA! 2008/2010            DIAN;4;8;7;8
32998;BUCHA BAND.DIAN GM NOVO CORSA 2002/2012       TRAS;4;8;7;8
32999;SENSOR VELOCIDADE VW SEM RABICHO 3 TERM. 6 IMPULS:;45;6,6;5,8;6,6
33000;BUCHA EIXO GM AGILE 2009/2014                 TRAS;2;8;7;8
33001;BUCHA BARRA DIR.VW GOL/PARATI/PASSAT/SAVEIRO;48;8;7;8
33002;BUCHA BAND.DIAN FORD FOCUS 2000/2009          DIAN;4;8;7;8
33003;BUCHA BAND.DIANT.HONDA CIVIC 2001/2006        TRAS;6;8;7;8
33004;BUCHA BAND.DIANT.PEUGEOT 206/207              DIAN;3;8;7;8
33006;BUCHA BAND.DIAN CITROEN C4 PEUGEOT 206        TRAS;1;8;7;8
33009;BUCHA BAND.DIANT.VW GOLF 94/98                TRAS;9;8;7;8
33010;ATUADOR MARCHA LENTA VW GOLF 1.8 95/99;3;9;4;5
33011;BUCHA BAND.DIANT.VW GOL/PARATI/SANTANA        DIAN;222;8;7;8
33012;BUCHA QUADRO VW SANTANA 84/95            10MM TRAS;2;8;7;8
33013;BUCHA QUADRO VW SANTANA 95/2002          12MM TRAS;6;8;7;8
33014;CABO VELA FIAT UNO/ELBA/PREMIO 1.5 92/.. CARBURADO;3;23,5;7,5;12
33015;BUCHA BAND.DIAN FIAT PALIO 01/05 C/BAR.LE     TRAS;5;8;7;8
33016;BUCHA BAND.DIAN FIAT PALIO 01/05 S/BAR.LE     TRAS;2;8;7;8
33019;COXIM CAMBIO FIAT PALIO/SIENA 96/..            INF;15;15;12;15
33021;BUCHA BAND.DIAN FIAT TEMPRA 92/99             DIAN;3;8;7;8
33022;BUCHA BAND.DIANT.GM KADETT/IPANEMA 89/98      TRAS;12;8;7;8
33023;BUCHA QUADRO VW GOL/PARATI ../97         10MM TRAS;4;8;7;8
33024;BUCHA QUADRO VW GOL/PARATI 97/..         12MM DIAN;27;8;7;8
33025;BUCHA EIXO TRAS.VW GOL G5 2008/..SANTANA 84/..;24;8;7;8
33026;BUCHA QUADRO VW GOL/PARATI 86/97         10MM DIAN;3;8;7;8
33027;BUCHA QUADRO VW GOL/PARATI 97/..         12MM TRAS;9;8;7;8
33028;BUCHA BAND.DIANT.VW GOL/PARATI 88/..          DIAN;24;8;7;8
33029;BUCHA EIXO TRAS.VW GOL G1/G2/G3/G4 83/2014;60;8;7;8
33030;BUCHA BAND.DIANT.VW GOL/PARATI 83/87          DIAN;3;5;4;5
33033;BUCHA BAND.DIANT.VW GOL G5/VOYAGE 2008/..     TRAS;237;8;7;8
33035;BOBINA IGN.FORD FOCUS/ECOSPORT 2.0 16V DURATEC;6;19,5;7;7
33039;MOTOR PARTIDA HYUNDAI TUCSON 2.0 2004/2010     12V;6;24,8;12,4;16,4
33040;MOTOR PARTIDA HYUNDAI TUCSON 2.7 2007/2009     12V;4;24,8;12,4;16,4
33041;MOTOR PARTIDA VW GOL G6/FOX/UP! 2013/..        12V;2;24,8;12,4;16,4
33045;CILINDRO RODA TRAS.HONDA CIVIC 2001/2006        LD;3;9,2;7,1;9,2
33046;CILINDRO RODA TRAS.HONDA CIVIC 2001/2006        LE;3;9,2;7,1;9,2
33047;CILINDRO RODA TRAS.HONDA CIVIC 92/2000          LE;3;8;8;8
33048;CILINDRO RODA TRAS.HONDA CIVIC 92/2000          LD;3;9,2;7,1;9,2
33053;AUTOMATICO PART.TOYOTA COROLLA 97/2002   12V NIPPO;3;15;11;8
33059;SENSOR MAP VW GOL/PARATI 1.6 1.8 2.0 AP FORD PAMPA;3;9;8;8
33063;SENSOR FASE GM OMEGA 4.1 94/98;6;15,5;4,5;10,5
33065;CABO VELA FIAT UNO 1.0 1.3 1.5 90/91 CARBURADO;3;23,5;7,5;12
33066;CABO VELA FIAT TEMPRA 2.0 8V SPI 94/99     ALC/GAS;3;23,5;7,5;12
33067;CABO VELA FIAT UNO/FIORINO 1.6 95/.. INJECAO;2;23,5;7,5;12
33068;CABO VELA FIAT TIPO 1.6 8V IE;3;23,5;7,5;12
33069;CABO VELA FIAT PALIO/PUNTO/DOBLO 1.8 2010/2013;3;23,5;7,5;12
33070;SENSOR FASE AUDI A3 1.8 99/..;3;8;6,5;8
33071;SENSOR FASE FIAT MAREA 2.4 20V 2000/..;3;15,5;4,5;10,5
33072;SENSOR BORBOLETA FIAT PALIO/SIENA/STRADA 1.6 16V;6;9;4;5
33073;SENSOR BORBOLETA FORD FIESTA/ECOSPORT 2002/..;6;6,5;5;5
33074;RADIADOR TOYOTA COROLLA 1.6 1.8 16V 2002/2008;1;62,5;12,5;18
33075;SENSOR BORBOLETA GM ASTRA/ZAFIRA/VECTRA;9;6,5;5;5
33076;RADIADOR TOYOTA COROLLA 1.6 1.8 93/2001     MANUAL;2;69;13;53
33078;RADIADOR VW AMAROK 2.0 TDI 2010/2013         C/ACD;2;65,5;11;56
33080;RADIADOR KIA CERATO 2.0 2006/2008           AUTOM.;1;77;14,5;60
33081;RADIADOR HYUNDAI HB20 1.0 1.6 2012/2015 AUT. C/ACD;3;75;13,5;54
33084;KIT EMBREAGEM GM S10 2.8 2012/.. DIESEL;3;34,5;7,5;33,5
33085;RADIADOR GM CRUZE 1.8 16V AUT. 2011/2014     C/ACD;1;79;14,5;62
33086;RADIADOR GM SONIC 1.6 16V 2012/.. C/DEFLETOR C/ACD;1;79;14,5;62
33087;KIT EMBREAGEM GM BLAZER/S10 4.3 V6 96/2001;2;30;10;30
33089;RADIADOR S10 BLAZER 4.3 V6 2002/2005 MANUAL  C/ACD;1;85;11,5;61
33090;KIT EMBREAGEM KIA PICANTO 1.0 1.1 2006/2011;1;34,5;7,5;33,5
33091;KIT EMBREAGEM MITSUBISHI L200/L300/PAJERO 2.5;1;34,5;7,5;33,5
33092;KIT EMBREAGEM MITSUBISHI L200 2.5 HPE 2001/2011;3;34,5;7,5;33,5
33093;RADIADOR S10 BLAZER 4.3 V6 AUT. 94/..        C/ACD;1;90;16,5;62
33094;KIT EMBREAGEM NISSAN FRONTIER 2.5 16V 2008/2012;3;30;10;30
33096;RADIADOR S10 BLAZER 2.2 2.4 95/2012  MANUAL  C/ACD;1;84;12,5;62
33097;RADIADOR VW TIGUAN 2.0 TSI 2008/..           C/ACD;2;63;11,5;49,5
33098;RADIADOR FIAT DUCATO 2.5 2.8 99/2010       C/S/ACD;1;95;12,5;51
33099;RADIADOR RENAULT MASTER 2.8TD 2002/2013     MANUAL;1;93;13;50
33101;DISCO FREIO CHERY TIGGO 2.0 2009/..   DIAN VENTILA;4;29,8;8;29,8
33102;DISCO FREIO CHERY TIGGO 2.0 2009/..    TRAS SOLIDO;3;28,1;8;28,1
33104;DISCO FREIO CITROEN JUMPY 1.6 18/..   TRAS VENTILA;3;31,3;8;31,3
33106;DISCO FREIO SUZUKI S CROSS 1.6 17/..   TRAS SOLIDO;4;28,1;8;28,1
33108;CUBO RODA GM S10 2017/.. 4X2 C/ABS            DIAN;1;20,4;14,4;20,4
33111;CUBO RODA JEEP COMPASS/RENEGADE C/ABS         TRAS;3;14,5;9;14,5
33114;RADIADOR GM MERIVA 1.4 1.8 2002/2013;2;85,5;15,5;59
33115;CUBO RODA CITROEN JUMPY 1.6 2018/..           DIAN;2;14,5;9;14,5
33116;RADIADOR VW FOX 1.0 1.6 2003/2005 MANUAL     C/ACD;6;81,5;15;53
33119;CUBO RODA FIAT TORO 1.8 16V 2017/.. C/ABS     TRAS;1;14,5;9;14,5
33123;RADIADOR VW KOMBI 1.4 FLEX 2005/2011;4;76;11,5;47
33124;CUBO RODA HONDA HRV 1.8 16V 2016/..           TRAS;2;20,4;14,4;20,4
33125;CUBO RODA FIAT DUCATO 2003/..          ARO 15 TRAS;11;18,9;12;18,9
33126;CUBO RODA FIAT DUCATO 2000/..         ARO 16  TRAS;3;18,9;12;18,9
33127;RADIADOR HYUNDAI SANTA FE 2.7 2006/2008 AUT. C/ACD;1;90;16,5;62
33128;RADIADOR HYUNDAI SANTA FE 2.7 2000/2005 AUT. C/ACD;1;89,5;15,5;61
33130;KIT EMBREAGEM TOYOTA COROLLA 1.8 16V 2008/2011;3;30;10;30
33133;CUBO RODA FORD FUSION 2006/2012               DIAN;3;18,9;12;18,9
33134;CUBO RODA HYUNDAI AZERA 07/.. KIA SPORTAGE    DIAN;3;18,9;12;18,9
33136;KIT EMBREAGEM VW UP! 1.0 2014/..;15;34,5;7,5;33,5
33138;CUBO RODA KIA SOUL/CERATO 1.6 16V             DIAN;3;18,9;12;18,9
33141;CUBO RODA VW UP! 1.0 2014/..                  DIAN;9;12,9;8,7;12,9
33142;CILINDRO EMBREAGEM FIAT GRAND SIENA 1.4 2012/..;18;10;3;8
33143;VALVULA TERMOSTATICA FIAT PALIO/UNO FIRE COMPLETA;66;9;8;8
33145;VALVULA TERMOSTATICA MERCEDES OM314/OM352/OM352A;4;9;8;8
33146;CUBO RODA VW GOL G5/VOYAGE 2012/..  S/ABS     TRAS;6;12,9;8,7;12,9
33148;VALVULA TERMOSTATICA VW GOL 1.6 1.8 2.0 AP TODOS;12;6;5,5;5,5
33150;VALVULA TERMOSTATICA VW GOL/PARATI 1.0 AT 94/02;2;7,5;4,5;7,5
33151;VALVULA TERMOSTATICA FORD FIESTA/KA! 1.0 1.6 ZETEC;27;9;8;8
33155;VALVULA TERMOSTATICA FIAT UNO 1.0 1.3 1.5 ./96 GAS;3;9;8;8
33158;VALVULA TERMOSTATICA PEUGEOT 206 1.4 8V 1.6 8/16V;3;9;8;8
33159;VALVULA TERMOSTATICA GM CORSA/CELTA 2001/..REFIL;1;7,5;4,5;7,5
33162;VALVULA TERMOSTATICA VW GOL 1.0 1.6 CHT AE GASOLI.;2;6;5,5;5,5
33163;VALVULA TERMOSTATICA VW GOL 2.0 AP 16V 95/..;3;6;5,5;5,5
33164;VALVULA TERMOSTATICA GM CORSA TODOS 94/98 GASOLINA;7;9;8;8
33165;VALVULA TERMOSTATICA FORD ESCORT 1.8 ZETEC/FOCUS;1;6;5,5;5,5
33167;VALVULA TERMOSTATICA FORD FIESTA/KA! 1.0 1.3 ENDUR;3;9;8;8
33168;VALVULA TERMOSTATICA VW GOL 1.0 1.6 CHT AE ALCOOL;1;9;8;8
33169;VALVULA TERMOSTATICA FIAT UNO 1.0 1.3 1.5 97/. GAS;3;9;8;8
33171;VALVULA TERMOSTATICA GM MONZA 1.8/2.0 91/..GASOLIN;6;9;8;8
33174;DISCO FREIO LAND ROVER FREELANDER II  DIAN VENTILA;3;34,7;8;34,7
33177;PASTILHA CERAMICA FORD RANGER 95/..           DIAN;3;18,5;6,5;13
33178;VALVULA TERMOSTATICA GM S10/BLAZER 4.3 96/04 GASOL;2;6;5,5;5,5
33179;DISCO FREIO LAND ROVER RANGE ROVER    TRAS VENTILA;6;36,4;8;36,4
33181;MOTOR LIMPADOR FIAT PALIO 1.0                  12V;21;25,5;12;16
33183;DISCO FREIO MERCEDES SPRINTER 2006/.. DIAN VENTILA;6;31,3;10,5;31,3
33193;TAMBOR FREIO CHERY FACE 2010/..               TRAS;4;24,7;15,6;24,7
33208;PLACA RET.VW CAMINHOES CONSTELLATION 80A     BOSCH;3;9,195;9,195;9,195
33210;CUBO RODA FORD NEW FIESTA 2011/..             DIAN;9;14,5;9;14,5
33211;CUBO RODA GM S10/TRAILBLAZER 4X2 4X4          DIAN;2;18,9;12;18,9
33213;CUBO RODA GM COBALT/ONIX/SONIC/SPIN           DIAN;15;15,8;14,4;14,4
33215;CABO VELA VW LOGUS 1.6 AE 93/94 FORD ESCORT 1.6 AE;8;23,5;7,5;12
33217;POLIA RODA LIVRE ALTER.FORD ECOSPORT 2012/.. VALEO;9;6,2;4,86;6,2
33218;CUBO RODA TOYOTA HILUX 2005/2012 COMPLETO ABS DIAN;1;25,1;18,5;25,1
33221;POLIA RODA LIVRE ALTER.FORD KA 1.0 2014/..   BOSCH;90;6,2;4,86;6,2
33222;CUBO RODA RENAULT LOGAN/SANDERO 2007/2009     DIAN;3;12,9;8,7;12,9
33225;CABO VELA VW LOGUS 1.6 1.8 2.0 AP 95/96 FORD AP;3;23,5;7,5;12
33226;CUBO RODA NISSAN FRONTIER 2.5 4X4 C/ABS       DIAN;2;20,4;14,4;20,4
33231;CABO VELA VW GOL/PARATI 1.6 1.8 AP 95/96 GAS/ALC;7;23,5;7,5;12
33232;BOMBA COMB.GM CRUZE 1.8 16V 2012/2016;15;24;7,5;7,5
33233;CUBO RODA RENAULT MASTER 2.3 2013/..          DIAN;3;18,9;12;18,9
33234;PASTILHA CERAMICA JEEP RENEGADE 2015/..       DIAN;48;18,5;6,5;13
33236;CABO VELA VW SANTANA AP 95/96 I-CORE GAS/ALC;5;23,5;7,5;12
33238;CUBO RODA GM COBALT/ONIX/SONIC/SPIN C/ROL.    TRAS;3;15,8;14,4;14,4
33239;BOMBA COMB.HYUNDAI HB20 1.0 1.6 2012/2015   DELPHI;12;18,5;6,9;8
33240;CUBO RODA HONDA NEW CIVIC LXR 2.0 2014/2016   DIAN;6;14;9;13,5
33243;CABO VELA VW KOMBI/FUSCA 1600 C/CATALISADOR;3;23,5;7,5;12
33244;VALVULA TERMOSTATICA FIAT NOVO PALIO/UNO FIRE EVO;39;13,8;7;10
33245;CABO VELA VW POLO CLASSIC 1.6 1.8 MI 96/2003;3;23,5;7,5;12
33246;MOTOR VENTIL.GM CRUZE 1.8 16V 2012/2016      C/ACD;3;43;15;43
33254;POLIA RODA LIVRE ALTER.KIA BONGO K2500 2013/2016;3;7,5;5,27;7,5
33256;POLIA RODA LIVRE ALTER.MERCEDES C320/C350 2005/..;3;7,5;6,07;7,5
33257;POLIA RODA LIVRE ALTER.CITROEN C3 1.6 16V 2005/..;1;6,2;4,86;6,2
33258;BOBINA IGN.TOYOTA COROLLA 1.8 2.0 2009/2014;27;19,5;7;7
33259;CABO VELA VW KOMBI 1.6 98/.. GAS/ALC;3;23,5;7,5;12
33260;CUBO RODA JAC J3 1.4/1.5 16V 2011/..          DIAN;6;13,5;12;13
